show_id,type,title,director,cast,country,date_added,release year,rating,duration,listed_in,description
s6641,TV Show,Sample Title 6641,Director X,"Actor j, Actor {, Actor X, Actor f",South Korea,"August 18, 2015",1925.0,NR,2 Seasons,"Family, Horror, Action",Sample Title 6641 is a funny exploration about adventure.
s6642,TV Show,Sample Title 6642,Director [,"Actor B, Actor J, Actor A, Actor u",France,,1995.0,,7 Seasons,"Action, Documentary",Sample Title 6642 is a moving tale about love.
s6643,TV Show,Sample Title 6643,Director N,"Actor M, Actor R",Japan,"July 15, 2018",1929.0,G,5 Seasons,Drama,Sample Title 6643 is a gripping tale about mystery.
s6644,TV Show,Sample Title 6644,,"Actor P, Actor T, Actor H, Actor c",United Kingdom,"May 02, 2016",,PG-13,1 Seasons,"Family, Animation",Sample Title 6644 is a surprising tale about betrayal.
s6645,Movie,Sample Title 6645,Director A,"Actor e, Actor U, Actor o, Actor x, Actor T",United Kingdom,"September 19, 2013",1948.0,TV-14,62 min,Action,Sample Title 6645 is a moving journey about friendship.
s6646,Movie,Sample Title 6646,Director P,"Actor n, Actor ]",Brazil,"May 01, 2011",1924.0,PG-13,67 min,Action,
s6647,Movie,Sample Title 6647,Director D,"Actor Z, Actor P, Actor o, Actor m, Actor s",United Kingdom,"March 27, 2016",1930.0,TV-MA,180 min,"Comedy, Thriller, Family",Sample Title 6647 is a surprising journey about adventure.
s6648,TV Show,Sample Title 6648,Director L,"Actor P, Actor W, Actor a",South Korea,"June 20, 2013",2012.0,TV-MA,4 Seasons,Action,Sample Title 6648 is a moving journey about family.
s6649,,Sample Title 6649,Director Z,"Actor F, Actor ]",Germany,"August 10, 2023",1946.0,TV-14,5 Seasons,,Sample Title 6649 is a thrilling journey about mystery.
s6650,,Sample Title 6650,Director T,"Actor f, Actor M, Actor N",Japan,"October 13, 2013",2019.0,NR,5 Seasons,"Crime, Fantasy",Sample Title 6650 is a heartfelt journey about love.
,Movie,Sample Title 6651,Director Z,"Actor J, Actor q, Actor u, Actor f, Actor T",,"October 18, 2010",1954.0,,112 min,Romance,Sample Title 6651 is a gripping story about family.
s6652,Movie,Sample Title 6652,Director K,"Actor |, Actor R",Australia,"December 17, 2022",,PG,76 min,"Family, Sci-Fi",Sample Title 6652 is a dramatic journey about courage.
s6653,Movie,Sample Title 6653,Director O,"Actor e, Actor _, Actor c",Germany,"November 24, 2015",1962.0,TV-14,111 min,"Sci-Fi, Animation",Sample Title 6653 is a funny story about love.
s6654,TV Show,Sample Title 6654,Director A,"Actor D, Actor F, Actor O, Actor i, Actor X",United States,"February 20, 2022",2022.0,TV-MA,7 Seasons,Animation,Sample Title 6654 is a surprising exploration about betrayal.
s6655,TV Show,Sample Title 6655,,"Actor _, Actor r, Actor m",South Korea,"May 28, 2013",1943.0,TV-PG,4 Seasons,"Action, Romance",Sample Title 6655 is a heartfelt tale about adventure.
s6656,Movie,Sample Title 6656,Director U,,United Kingdom,"August 30, 2018",1990.0,TV-PG,157 min,Romance,Sample Title 6656 is a heartfelt journey about betrayal.
s6657,TV Show,Sample Title 6657,Director W,,United Kingdom,"January 18, 2013",1945.0,TV-PG,8 Seasons,Drama,Sample Title 6657 is a thrilling exploration about betrayal.
s6658,TV Show,Sample Title 6658,Director S,"Actor i, Actor K, Actor y, Actor Q, Actor I",United Kingdom,"November 02, 2019",1993.0,PG-13,5 Seasons,"Documentary, Action, Fantasy",Sample Title 6658 is a gripping exploration about love.
s6659,TV Show,Sample Title 6659,Director O,"Actor V, Actor b, Actor a, Actor w, Actor ]",India,"May 06, 2016",1949.0,,,Crime,Sample Title 6659 is a dramatic tale about love.
s6660,Movie,Sample Title 6660,Director G,"Actor b, Actor c, Actor S",United States,"January 08, 2016",2017.0,PG,115 min,,Sample Title 6660 is a dramatic journey about mystery.
s6661,TV Show,,Director M,"Actor f, Actor I, Actor {, Actor x, Actor D",South Korea,"December 22, 2023",2012.0,,6 Seasons,"Comedy, Action",Sample Title 6661 is a moving story about friendship.
s6662,Movie,Sample Title 6662,Director Z,"Actor i, Actor d",South Korea,"June 22, 2013",1974.0,R,147 min,Family,Sample Title 6662 is a gripping story about adventure.
s6663,Movie,,Director Z,"Actor O, Actor B, Actor A, Actor Q",Germany,"December 26, 2017",2007.0,TV-PG,80 min,"Family, Sci-Fi, Action",Sample Title 6663 is a dramatic story about courage.
s6664,TV Show,Sample Title 6664,Director [,"Actor a, Actor K, Actor `, Actor E",Germany,"June 11, 2022",1936.0,,4 Seasons,,Sample Title 6664 is a funny story about courage.
s6665,Movie,Sample Title 6665,Director Q,"Actor e, Actor d, Actor O, Actor S",India,"May 04, 2014",,G,164 min,"Drama, Sci-Fi",Sample Title 6665 is a gripping exploration about courage.
s6666,Movie,,Director J,"Actor O, Actor _, Actor S",Japan,"December 16, 2023",2005.0,PG,156 min,"Horror, Romance",Sample Title 6666 is a gripping journey about betrayal.
s6667,TV Show,Sample Title 6667,Director V,"Actor d, Actor A, Actor u",United States,"May 17, 2018",1972.0,PG-13,5 Seasons,,Sample Title 6667 is a dramatic tale about mystery.
s6668,TV Show,Sample Title 6668,Director S,"Actor c, Actor X, Actor T, Actor W, Actor s",France,"February 11, 2017",1922.0,PG,,,Sample Title 6668 is a moving story about family.
s6669,Movie,Sample Title 6669,Director ],"Actor C, Actor r, Actor Z, Actor ^, Actor u",Brazil,"January 07, 2014",,PG,137 min,"Romance, Fantasy, Action",Sample Title 6669 is a heartfelt story about mystery.
s6670,Movie,Sample Title 6670,Director \,"Actor T, Actor Z",South Korea,,1925.0,PG,161 min,Fantasy,Sample Title 6670 is a funny tale about family.
s6671,Movie,Sample Title 6671,Director ],"Actor h, Actor r, Actor p, Actor `, Actor e",Japan,"July 26, 2021",1939.0,R,125 min,"Action, Thriller",Sample Title 6671 is a funny tale about friendship.
s6672,TV Show,Sample Title 6672,,"Actor l, Actor i",,,,NR,3 Seasons,,Sample Title 6672 is a surprising tale about mystery.
s6673,,Sample Title 6673,,"Actor U, Actor M, Actor O",,"February 23, 2013",1939.0,R,122 min,"Horror, Drama",Sample Title 6673 is a thrilling tale about adventure.
,TV Show,Sample Title 6674,Director W,"Actor q, Actor y, Actor L",France,"April 06, 2018",,TV-MA,5 Seasons,Animation,Sample Title 6674 is a surprising journey about love.
s6675,Movie,Sample Title 6675,Director M,"Actor M, Actor e, Actor E",Canada,"November 29, 2023",1969.0,NR,116 min,,
s6676,,Sample Title 6676,,"Actor E, Actor `, Actor j, Actor A, Actor |",,,1961.0,TV-PG,8 Seasons,Horror,Sample Title 6676 is a heartfelt story about friendship.
s6677,Movie,Sample Title 6677,Director X,,Australia,"August 18, 2018",1956.0,G,132 min,"Thriller, Horror",Sample Title 6677 is a gripping story about love.
s6678,Movie,,Director [,"Actor x, Actor ^, Actor u, Actor X, Actor I",United States,"February 13, 2010",1949.0,PG,,"Animation, Thriller, Comedy",Sample Title 6678 is a surprising story about love.
s6679,Movie,Sample Title 6679,Director M,"Actor T, Actor D, Actor d, Actor i",Australia,"February 22, 2012",1922.0,R,164 min,,Sample Title 6679 is a gripping tale about friendship.
s6680,Movie,Sample Title 6680,Director I,"Actor X, Actor y, Actor d, Actor k, Actor `",South Korea,"November 27, 2019",2020.0,PG,142 min,"Family, Documentary, Sci-Fi",Sample Title 6680 is a funny story about mystery.
s6681,Movie,Sample Title 6681,Director S,"Actor M, Actor L, Actor ^, Actor N, Actor E",India,"July 08, 2013",1997.0,TV-PG,142 min,,Sample Title 6681 is a dramatic story about family.
s6682,TV Show,Sample Title 6682,Director T,"Actor ^, Actor [, Actor p",Brazil,"November 30, 2019",1920.0,R,4 Seasons,Fantasy,Sample Title 6682 is a funny exploration about adventure.
s6683,,Sample Title 6683,Director S,"Actor H, Actor u, Actor f",Japan,"May 03, 2016",1951.0,,79 min,"Comedy, Thriller",Sample Title 6683 is a surprising story about adventure.
s6684,TV Show,Sample Title 6684,Director E,"Actor d, Actor P, Actor B",Australia,"July 15, 2021",1973.0,NR,3 Seasons,"Sci-Fi, Horror, Romance",Sample Title 6684 is a thrilling tale about mystery.
s6685,TV Show,Sample Title 6685,Director Z,"Actor f, Actor {, Actor m, Actor Z",,"May 11, 2015",,PG,1 Seasons,"Animation, Action, Comedy",Sample Title 6685 is a thrilling journey about adventure.
,Movie,Sample Title 6686,,"Actor G, Actor h, Actor P, Actor R, Actor w",United Kingdom,"July 22, 2023",,R,76 min,,Sample Title 6686 is a dramatic tale about betrayal.
s6687,Movie,Sample Title 6687,,"Actor I, Actor K, Actor m",Japan,,1929.0,G,175 min,Romance,Sample Title 6687 is a moving journey about adventure.
s6688,Movie,Sample Title 6688,Director ],"Actor w, Actor d",United States,"January 12, 2014",2021.0,TV-MA,,"Thriller, Drama, Horror",
s6689,TV Show,Sample Title 6689,,"Actor Q, Actor H",South Korea,"April 15, 2019",2008.0,,6 Seasons,"Romance, Sci-Fi",Sample Title 6689 is a gripping journey about friendship.
,Movie,Sample Title 6690,Director F,,,"October 03, 2018",1927.0,R,122 min,"Action, Documentary, Sci-Fi",Sample Title 6690 is a dramatic tale about betrayal.
s6691,,Sample Title 6691,Director ^,"Actor e, Actor \",Brazil,"March 20, 2019",1950.0,TV-MA,133 min,"Animation, Documentary",Sample Title 6691 is a surprising exploration about love.
s6692,Movie,Sample Title 6692,Director O,"Actor k, Actor t, Actor z, Actor x, Actor T",Japan,"July 09, 2021",1994.0,TV-14,89 min,Fantasy,
s6693,Movie,Sample Title 6693,Director Q,"Actor e, Actor G, Actor H, Actor D, Actor y",France,"February 05, 2010",1973.0,PG-13,179 min,,Sample Title 6693 is a thrilling exploration about courage.
s6694,Movie,Sample Title 6694,Director N,"Actor k, Actor g",South Korea,"October 24, 2019",1952.0,TV-MA,,Family,Sample Title 6694 is a thrilling exploration about friendship.
s6695,TV Show,Sample Title 6695,Director D,"Actor Z, Actor F",United Kingdom,"July 07, 2017",,TV-MA,7 Seasons,Horror,Sample Title 6695 is a thrilling tale about love.
s6696,TV Show,Sample Title 6696,Director W,"Actor E, Actor m, Actor u",Australia,"April 11, 2021",,G,2 Seasons,"Horror, Family",Sample Title 6696 is a moving journey about courage.
s6697,Movie,Sample Title 6697,Director B,"Actor P, Actor ^, Actor ], Actor F, Actor q",India,"May 14, 2021",1989.0,TV-PG,142 min,"Action, Drama",Sample Title 6697 is a surprising journey about family.
s6698,TV Show,Sample Title 6698,Director W,"Actor K, Actor I, Actor A",Germany,"July 16, 2012",1993.0,PG,2 Seasons,"Romance, Family",Sample Title 6698 is a surprising story about love.
s6699,TV Show,Sample Title 6699,Director ],"Actor S, Actor v",,,1925.0,TV-PG,2 Seasons,,Sample Title 6699 is a heartfelt journey about mystery.
s6700,Movie,Sample Title 6700,Director V,,Japan,"January 18, 2017",1953.0,PG-13,140 min,"Action, Fantasy",Sample Title 6700 is a moving journey about love.
s6701,Movie,Sample Title 6701,Director ^,"Actor o, Actor L, Actor G, Actor p",India,"September 02, 2012",2022.0,R,134 min,"Animation, Romance",Sample Title 6701 is a surprising exploration about courage.
s6702,,Sample Title 6702,,"Actor C, Actor {",Australia,"June 04, 2014",1985.0,R,158 min,"Action, Documentary",Sample Title 6702 is a surprising journey about friendship.
s6703,Movie,,,"Actor U, Actor M",Brazil,"November 23, 2010",1925.0,TV-MA,180 min,"Sci-Fi, Thriller",Sample Title 6703 is a dramatic story about betrayal.
s6704,Movie,Sample Title 6704,Director S,"Actor [, Actor r, Actor U, Actor z",Germany,"September 14, 2017",1972.0,R,110 min,Romance,Sample Title 6704 is a gripping story about betrayal.
s6705,TV Show,Sample Title 6705,Director O,"Actor G, Actor x, Actor Z",Japan,"May 31, 2019",1998.0,NR,6 Seasons,Animation,Sample Title 6705 is a moving journey about adventure.
s6706,Movie,Sample Title 6706,Director A,"Actor L, Actor {, Actor U, Actor n, Actor k",,"September 15, 2010",1954.0,TV-PG,157 min,"Drama, Comedy, Family",Sample Title 6706 is a moving journey about love.
s6707,Movie,Sample Title 6707,Director M,,South Korea,"October 26, 2022",2001.0,NR,85 min,"Drama, Comedy, Action",Sample Title 6707 is a heartfelt story about family.
s6708,TV Show,Sample Title 6708,Director S,"Actor i, Actor x, Actor Z, Actor Y",United Kingdom,"December 02, 2018",1993.0,,6 Seasons,"Romance, Documentary",Sample Title 6708 is a surprising story about courage.
s6709,Movie,Sample Title 6709,Director E,"Actor r, Actor e",Japan,"August 25, 2019",1964.0,R,,Animation,Sample Title 6709 is a dramatic story about adventure.
s6710,TV Show,Sample Title 6710,Director ],"Actor i, Actor n",India,"November 25, 2014",1949.0,,8 Seasons,Family,Sample Title 6710 is a gripping journey about friendship.
,Movie,Sample Title 6711,Director R,"Actor D, Actor y, Actor Z, Actor l",India,"March 04, 2018",,PG-13,164 min,"Romance, Horror",Sample Title 6711 is a thrilling story about family.
s6712,TV Show,Sample Title 6712,Director B,"Actor J, Actor j, Actor c, Actor M, Actor r",Germany,"April 24, 2010",1924.0,R,6 Seasons,Comedy,Sample Title 6712 is a thrilling story about adventure.
s6713,Movie,Sample Title 6713,Director C,"Actor j, Actor x, Actor ^",France,"February 25, 2023",1938.0,R,75 min,"Animation, Action, Documentary",Sample Title 6713 is a funny story about love.
s6714,Movie,,Director F,"Actor i, Actor \",Canada,"July 11, 2015",1932.0,G,144 min,Documentary,Sample Title 6714 is a moving exploration about mystery.
s6715,Movie,Sample Title 6715,Director F,,India,"December 02, 2013",1929.0,TV-14,85 min,"Sci-Fi, Family, Comedy",Sample Title 6715 is a surprising tale about family.
s6716,TV Show,Sample Title 6716,Director Q,"Actor f, Actor ^, Actor o",India,"June 15, 2017",,PG,8 Seasons,Romance,Sample Title 6716 is a funny story about adventure.
,Movie,Sample Title 6717,Director O,"Actor j, Actor ^, Actor i, Actor F",Canada,"June 14, 2016",1999.0,G,104 min,Action,
s6718,,Sample Title 6718,Director [,"Actor A, Actor y, Actor q, Actor C",Japan,"March 26, 2016",,TV-14,96 min,Action,Sample Title 6718 is a heartfelt journey about courage.
s6719,TV Show,Sample Title 6719,Director S,"Actor V, Actor ^",Australia,"September 11, 2012",2019.0,NR,,"Action, Comedy, Horror",Sample Title 6719 is a funny journey about friendship.
s6720,Movie,Sample Title 6720,Director Y,"Actor a, Actor I",Germany,,1997.0,TV-MA,176 min,"Action, Documentary",Sample Title 6720 is a dramatic story about love.
s6721,Movie,Sample Title 6721,Director A,"Actor f, Actor V, Actor n, Actor v, Actor Y",,"April 12, 2017",2019.0,TV-14,98 min,"Horror, Sci-Fi",Sample Title 6721 is a dramatic tale about adventure.
,Movie,Sample Title 6722,Director Z,,India,"September 15, 2021",1931.0,PG-13,63 min,,Sample Title 6722 is a gripping tale about courage.
s6723,Movie,Sample Title 6723,,"Actor m, Actor r, Actor H",Brazil,"October 12, 2019",1974.0,TV-MA,65 min,"Crime, Sci-Fi",
s6724,Movie,Sample Title 6724,Director J,,United Kingdom,"February 19, 2023",1920.0,PG-13,111 min,"Sci-Fi, Thriller",Sample Title 6724 is a gripping exploration about love.
s6725,Movie,,Director V,"Actor a, Actor {, Actor u",Japan,"February 19, 2020",2019.0,PG-13,75 min,"Family, Fantasy, Sci-Fi",Sample Title 6725 is a thrilling story about friendship.
,Movie,Sample Title 6726,Director [,"Actor v, Actor d, Actor z, Actor k, Actor W",South Korea,,1929.0,TV-MA,178 min,"Action, Documentary",Sample Title 6726 is a gripping tale about courage.
s6727,Movie,Sample Title 6727,,"Actor l, Actor Y, Actor u",United States,,2020.0,R,146 min,"Action, Thriller, Fantasy",Sample Title 6727 is a surprising exploration about family.
,TV Show,Sample Title 6728,Director K,,France,"October 09, 2014",1921.0,TV-PG,1 Seasons,"Romance, Animation, Comedy",Sample Title 6728 is a moving journey about love.
s6729,Movie,Sample Title 6729,Director G,"Actor B, Actor x, Actor N, Actor ^",Brazil,"February 01, 2021",2016.0,TV-MA,84 min,"Thriller, Fantasy",Sample Title 6729 is a gripping journey about adventure.
s6730,Movie,Sample Title 6730,Director I,"Actor w, Actor R",Australia,"October 23, 2016",,,141 min,,Sample Title 6730 is a thrilling story about family.
s6731,TV Show,Sample Title 6731,Director ],"Actor _, Actor ^, Actor {, Actor v, Actor s",Canada,"October 14, 2014",1920.0,R,7 Seasons,"Horror, Documentary",Sample Title 6731 is a surprising tale about friendship.
s6732,,Sample Title 6732,Director O,"Actor Z, Actor T",United States,"July 20, 2015",1939.0,PG,131 min,"Crime, Romance",Sample Title 6732 is a funny exploration about friendship.
s6733,Movie,Sample Title 6733,Director Z,"Actor E, Actor G, Actor y, Actor x, Actor \",Brazil,"November 19, 2011",1977.0,PG,72 min,"Family, Sci-Fi, Documentary",
s6734,TV Show,Sample Title 6734,Director O,"Actor F, Actor S, Actor k",Germany,"February 15, 2010",1935.0,TV-MA,,"Horror, Family",Sample Title 6734 is a surprising journey about betrayal.
s6735,,Sample Title 6735,Director H,"Actor k, Actor u",India,"July 14, 2020",2017.0,,73 min,Documentary,Sample Title 6735 is a funny tale about mystery.
s6736,Movie,,Director O,"Actor c, Actor L, Actor {",South Korea,"September 24, 2022",1982.0,G,124 min,"Horror, Animation, Comedy",Sample Title 6736 is a moving tale about adventure.
s6737,TV Show,Sample Title 6737,Director J,"Actor |, Actor b, Actor m, Actor a",Japan,"April 23, 2011",2012.0,PG-13,5 Seasons,"Family, Thriller",
,Movie,Sample Title 6738,Director N,"Actor g, Actor M",,"June 20, 2015",1969.0,R,82 min,Horror,
s6739,Movie,Sample Title 6739,Director O,"Actor q, Actor H, Actor o, Actor E, Actor L",Japan,"June 12, 2021",1928.0,R,74 min,Comedy,
s6740,TV Show,Sample Title 6740,Director S,"Actor t, Actor H",Japan,"June 22, 2021",1967.0,G,7 Seasons,"Horror, Family",Sample Title 6740 is a heartfelt story about friendship.
s6741,Movie,Sample Title 6741,,"Actor q, Actor C, Actor a",India,"February 21, 2015",1951.0,TV-PG,96 min,Action,Sample Title 6741 is a funny journey about mystery.
s6742,Movie,Sample Title 6742,Director X,"Actor P, Actor T, Actor c",France,"April 04, 2014",1970.0,TV-14,132 min,Fantasy,Sample Title 6742 is a dramatic exploration about family.
s6743,Movie,Sample Title 6743,Director J,"Actor ], Actor F, Actor x, Actor e, Actor n",Australia,"February 21, 2021",1931.0,TV-PG,106 min,Animation,Sample Title 6743 is a dramatic tale about courage.
s6744,Movie,Sample Title 6744,,,Germany,"January 30, 2017",,NR,121 min,"Thriller, Documentary",Sample Title 6744 is a heartfelt journey about friendship.
